"title","content","date","variant","images","verified","author","rating","product","url"
"Good Purchase","Easy to put together & good adhesion Magnet is very strong S20 mounted no problem","26 Dec 2020","Colour Name: Black","","Yes","Ms D Foster","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Good value for money and would recommend","Strong magnet and magnetic stickers which haven’t damaged my phone. Easy to use, the only possible downside being the clip is quite thick and may be too robust for some car vents","02 Apr 2020","Colour Name: Black","","Yes","Darren","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Sticker adhesive is terrible.","Magnet sticker on back of phone comes off every time. My phone is fairly new as well, usually not that hot in the car when I use this. So it's just not good quality I guess.","27 Jun 2019","Colour Name: Black","","Yes","Genes","2.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Love this","Love this! So simple yet effective. Though I have to take my case of every time I use it","27 Dec 2020","Colour Name: Black","","Yes","Rachel Hughes","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Perfect item","East to install and working a treat - i have a Samsung Edge plus 8 and I stuck the metal ring to the back of the phone case and it holds up perfectly when touching the magnet. Perfect item couldn't recommend it more.","06 Dec 2018","Colour Name: Black","","Yes","Mrs. Jane Moss","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Works really well","Great product. It’s discreet when not in use. It’s VERY stable around the vent. I have placed metal ring inside a fairly robust phone case and the phone has never slipped off once, even with my hard suspension. Would definitely buy again","08 Dec 2019","Colour Name: Black","","Yes","Mr. J. T.","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"All Good again and ordered some more","so, I ordered some of these a while ago, they broke.... unimpressed... the company got in touch with me and they apologised and sent me one to replace the broken one.... All Good again and ordered some more..... I buy them for my other driving friends.... great... going to order another and fast delivery... great.","25 Jun 2017","Colour Name: Black","","Yes","MarshallWorld","4.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Only for certain cars","The product was not clearly advertised. I brought this for my car which has round shaped air vents. The product only fits in the horizontal air vents so the product was a waste of money as this was not advertised.","17 Oct 2020","Colour Name: Black","","Yes","K1223","1.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Unbelievable product for the money","It’s perfect but if I could change anything it would be a slightly smaller sticker that sits between the device and magnet. Only saying that as I have a see through case. So irrelevant if it’s a solid colour. Cracking bit of kit though.","12 Jun 2019","Colour Name: Black","","Yes","Jason","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Awesome","Really good product does what it said. I liked it that much I purchased another for my partner 🤟","15 Jan 2020","Colour Name: Black","","Yes","BrannSoph","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Strong hold","This magnet is quite strong and holds my iPhone 11 Pro Max with case really well. Very pleased with suction.","25 Oct 2020","Colour Name: Black","","Yes","HandBag SandyC","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Love it!","I had so many phone older but this one, is just great! finally I think I found that I can keep long time.","01 Jun 2020","Colour Name: Black","","Yes","Lahcene","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Fits easily and very strong magnet for a secure fitting, but wireless charging no longer works!","Unfortunately it just doesn't work for me.  Since my iPhone is wireless charging and the metal disc obstructs this from working, I can only give it 3 stars.  Yes, I could apply the disc to the case and remove it every time I want to charge my phone, but who's ever going to do that!","09 Apr 2019","Colour Name: Black","","Yes","Charles H.","3.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Brilliant bit of kit","Brilliant little kit. Discreet strong and moveable Stick the magnet plate to my phone using a protection sticker first. Stickers to the case or phone. Magnet sticks to anything metal. Really strong. Doesn't fall off at all. Comes away when pulled by hand. Still able to use my phone for contactless. Not able to use a pop socket as well. But magnet is much more useful for me.","25 Feb 2019","Colour Name: Black","","Yes","Annabel Garnham","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Does what it is supposed to","Using this for a heavy Blackview BV 4000 pro which is really heavy. The magnet is on the inside of the phone case and has not come adrift once. Great","15 Jan 2019","Colour Name: Black","","Yes","Bazzer 55","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Strong magnetic grip","Very good product if you have a flat sided fan to clip on to. Really grips phone (you put a magnet plate inside case etc). Only thing that would be better is to have  an angle on it to face driving side, as in sometimes hard to see when it faces forward due to sun reflection. However overall works better than the ones where you stick on the window.","05 Feb 2018","Colour Name: Black","","Yes","dcdt1112","4.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"LOVE THIS","soo much better than the crap you stick on your windscreen - BUT MAKE SURE YOUR AIRVENT IS not ROUND OR IT WONT FIT","13 Jun 2018","Colour Name: Black","","Yes","Kiani 86","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Used in hire car","Bought to use in a hire car on a business trip, did the job excellently and better than a window sucker.  Never fell off once and easy to attach.  Use it as a phone stand in the office now, and will use on my next trip","10 Jun 2019","Colour Name: Black","","Yes","C long","4.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Good product - but might stick to your phone case ( wallet case )","Might not stick to your phone wallet as it didn't with mine and placing it on the inside of the case didn't stick well with my case ( leather wallet ) so check your phone case first. It attaches to the phone but this will interfere with wireless charging as it states. The magnet itself works great otherwise and probably  better on shell cases","09 Nov 2020","Colour Name: Black","","Yes","Saram","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Absolutely brilliant","Well I was sceptial about this holding my heavy phone but it’s amazing the magnet is so strong despite being compact it really is a brilliant product","04 Jan 2019","Colour Name: Black","","Yes","miss rothchester","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Secure holder with fantastic suction","I love this gadget I’m driving an older car so no hands free in it so now I can have my phone up beside the steering wheel and when I get a call I can use the loud speaker my colleagues are all going to get one as it’s a safe secure way to keep your phone","28 Apr 2019","Colour Name: Black","","Yes","E. Johnston","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Brilliant!","I love this , its fantastic! Fits on the air vent and it's hardly noticeable, and is definitely not bulky.","30 May 2020","Colour Name: Black","","Yes","caroline lewis","4.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Love it","Great product just ignore the instructions. Fix the magnet strip to the back of your case not inside as it's not as strong inside.","11 Jun 2020","Colour Name: Black","","Yes","Amazon Customer","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Best I’ve bought","I can recommend this Best I’ve ever had Great delivery service also Love mine five stars","04 Jun 2020","Colour Name: Black","","Yes","D J PETERS","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Good","Arrived quickly. Thin enough to not be obvious under case. Works through a phone case.","10 Nov 2020","Colour Name: Black","","Yes","Martin P","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Powerful phone holder","It's a shame that this did not sit/fit on my Merc A-Class dash... I  gifted it to my dad who loves this. A bit bulky but the power is good!","14 Jun 2020","Colour Name: Black","","Yes","Asli Demirci","4.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Very nice phone holder","It holds the phone well in place without interfering in the radio frequency. Completely happy with the purchase as I was looking for a nice and sturdy phone holder. Works best if there is direct contact between the magnet and the metal piece (which means sticking it outside the phone case, which is not ideal). But works fine with the metal piece inside the case (upto you whether want to stick it or leave as is, to be used with other phones)","07 May 2018","Colour Name: Black","","Yes","Anon","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Adhesive poor","Adhesive turned to a greasy substance and just slides along phone case. Doesn’t hold at all.","08 Feb 2020","Colour Name: Black","","Yes","Wazzygib","1.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Amazing!","If you are looking for a good phone holder I really recommend this one. Super easy to fit, super easy to use, it can also be easily removed if you change cars, your phone will stick to it - even in a bumpy road. They also have got a long life guaranty so in case it breaks they will replace it with a new one instantly within a few days. The price is also amazing!","09 Jun 2019","Colour Name: Black","","Yes","Mandala","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Awesome","Love this, it's so easy to use and quite compact yet delivering what it is intended for. Would recommend","18 Dec 2019","Colour Name: Black","","Yes","Mrs Jack","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Great product.","Great quality product. Strong magnet keeps your phone secured. Highly recommended.","25 Oct 2020","Colour Name: Black","","Yes","Katy","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Don’t Bother","Fits well in my ventilation grill but it will not hold a mobile phone, I have a iphone and the phone just slides off 🤬","03 Aug 2020","Colour Name: Black","","Yes","P. DURKIN","1.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Works really well","Really strong magnetic holder. Works really well so I bought another for our second car","15 Oct 2020","Colour Name: Black","","Yes","Paul Hickman","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Very happy with my purchase.","Liked; - The appearance of the product and how it's not horrible to look at. - The colour and size. - How strong the vent magnet is. - The pricing of the product. Disliked; - Nothing really. The product fully met my expectations and works perfectly. Overall I'm really glad i made this purchase and would recommend to anyone.","08 Mar 2019","Colour Name: Black","","Yes","N.Hinchcliffe","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Very versatile product.","I use it in my car and as a phone stand. Just make sure you have a case for your phone, where you will put the thin metal plate provided. Very durable.","06 Mar 2019","Colour Name: Black","","Yes","Jan Soitu","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Great little gadget at reasonable price","Very easy to set up. Fits securely onto horizontal vents and is unobtrusive. Perfect.","27 Jan 2020","Colour Name: Black","","Yes","J. Sims","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Strong magnet good quality","The magnet is much stronger than expected which is great. However, i have a feeling with magnet attached to the back of my phone it makes my connections slow or maybe it’s just me. Product itself is of good quality tho.","15 Oct 2020","Colour Name: Black","","Yes","tata","4.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Would definitely recommend.","Instantly fixes your phone to your dash. Very strong magnet. And no messing about with spring clamps. The vent grip fixing stays in place even on the roughest road surface. Would definitely recommend.","04 Sep 2019","Colour Name: Black","","Yes","Shep","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Nice form Factor and good Magnet but fell apart after 2 weeks!!","Rubber grips fell off after two weeks leaving exposed metal which wasn't able to grip to anything. Couldnt find them in my car to glue back together. Bought an alternative which is far better overall https://www.amazon.co.uk/gp/product/B07Q9LZHR8/ref=ppx_yo_dt_b_asin_title_o05_s00?ie=UTF8&psc=1 Disappointing, 2 stars.","15 Jul 2020","Colour Name: Black","","Yes","jonathon hobson","1.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Great product- would recommend","Great product. Very easy to use, stays secure and has made following my phone gps very easy!!!","24 Nov 2019","Colour Name: Black","","Yes","Jessie Khera","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Happy","Great product. Good strong magnet offers a firm grip to your phone. So you dont have to worry about it falling.","26 Sep 2019","Colour Name: Black","","Yes","James B.","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Works perfectly","Best one I’ve had. Used others that have a threaded tightening fixing that always snaps after a while. This thing just stays where you put it, and the magnet still connects through the inside of my phone case, which is where I put the metal disk.","09 Oct 2019","Colour Name: Black","","Yes","Riverheadtim","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Okay","It can come off the vent if you pull your phone towards you. If you pull the phone off to the side works a treat.","19 Oct 2019","Colour Name: Black","","Yes","Scott Macleod","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Fantastic","Very powerful magnet to attach to phone without any damage. Stays secure in my car throughout any journey- no worries of phone falling off. A great purchase!","24 Sep 2020","Colour Name: Black","","Yes","MekNoodle","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Fantastic piece of kit","Fantastic piece of kit! Very strong magnet, small and compact and looks good in the car. The steel plate that sticks in/on the back of the phone is so thin and lightweight, you don't know it's there. Excellent! Thank you Yosh","26 Feb 2018","Colour Name: Black","","Yes","Simon Coldrick","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"I would love this product only thing is that my phone case ...","I would love this product only thing is that my phone case is silicone and the the mount doesn't stick to it and if I put it inside the case it's not strong enough magnet to hold the phone. After cutting it so it can be attached to the small metal frame on my phone it works well","01 May 2017","Colour Name: Black","","Yes","Lenka","4.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
